"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","temperature_C","dissolvedOxygen"
"Peter Lake",2005,214,2005-08-02,6,NA,NA,7.9,0.4
"Peter Lake",2005,214,2005-08-02,6.5,NA,NA,7.2,0.4
"Peter Lake",2005,214,2005-08-02,7,NA,NA,6,0.3
"Peter Lake",2005,214,2005-08-02,8,NA,NA,5.1,0.2
"Peter Lake",2005,214,2005-08-02,9,NA,NA,4.8,0.2
"Peter Lake",2005,214,2005-08-02,10,NA,NA,4.7,0.2
"Peter Lake",2005,214,2005-08-02,11,NA,NA,4.6,0.2
"Peter Lake",2005,214,2005-08-02,12,NA,NA,4.6,0.2
"Crampton Lake",2005,220,2005-08-08,0,NA,NA,25,7.7
"Crampton Lake",2005,220,2005-08-08,0.25,NA,NA,NA,NA
"Crampton Lake",2005,220,2005-08-08,0.5,NA,NA,25,7.8
"Crampton Lake",2005,220,2005-08-08,0.75,NA,NA,NA,NA
"Crampton Lake",2005,220,2005-08-08,1,NA,NA,25,7.8
"Crampton Lake",2005,220,2005-08-08,1.5,NA,NA,25,7.8
"Crampton Lake",2005,220,2005-08-08,2,NA,NA,24.9,7.7
"Crampton Lake",2005,220,2005-08-08,2.5,NA,NA,24.9,7.6
"Crampton Lake",2005,220,2005-08-08,3,NA,NA,24.8,7.5
"Crampton Lake",2005,220,2005-08-08,3.5,NA,NA,24.4,7.7
"Crampton Lake",2005,220,2005-08-08,4,NA,NA,24.4,7.7
"Crampton Lake",2005,220,2005-08-08,4.5,NA,NA,23.6,7.7
"Crampton Lake",2005,220,2005-08-08,5,NA,NA,22.1,7.5
"Crampton Lake",2005,220,2005-08-08,5.5,NA,NA,20.2,7.9
"Crampton Lake",2005,220,2005-08-08,6,NA,NA,17.8,7.5
"Crampton Lake",2005,220,2005-08-08,6.5,NA,NA,15.3,5.4
"Crampton Lake",2005,220,2005-08-08,7,NA,NA,12.9,6.2
"Crampton Lake",2005,220,2005-08-08,7.5,NA,NA,NA,NA
"Crampton Lake",2005,220,2005-08-08,8,NA,NA,10.1,6.1
"Crampton Lake",2005,220,2005-08-08,8.5,NA,NA,NA,NA
"Crampton Lake",2005,220,2005-08-08,9,NA,NA,8.2,2.4
"Crampton Lake",2005,220,2005-08-08,10,NA,NA,6.8,0.3
"Crampton Lake",2005,220,2005-08-08,11,NA,NA,6.2,0.2
"Crampton Lake",2005,220,2005-08-08,12,NA,NA,5.9,0.2
"Crampton Lake",2005,220,2005-08-08,13,NA,NA,5.8,0.2
"Paul Lake",2005,221,2005-08-09,0,NA,NA,24.9,6.8
"Paul Lake",2005,221,2005-08-09,0.25,NA,NA,NA,NA
"Paul Lake",2005,221,2005-08-09,0.5,NA,NA,25,6.8
"Paul Lake",2005,221,2005-08-09,0.75,NA,NA,NA,NA
"Paul Lake",2005,221,2005-08-09,1,NA,NA,25.1,6.8
"Paul Lake",2005,221,2005-08-09,1.5,NA,NA,25,6.9
"Paul Lake",2005,221,2005-08-09,2,NA,NA,24.6,7
"Paul Lake",2005,221,2005-08-09,2.5,NA,NA,24,7
"Paul Lake",2005,221,2005-08-09,3,NA,NA,21.9,6.7
"Paul Lake",2005,221,2005-08-09,3.5,NA,NA,19.1,5.3
"Paul Lake",2005,221,2005-08-09,4,NA,NA,15.8,5.5
"Paul Lake",2005,221,2005-08-09,4.5,NA,NA,13.6,7.4
"Paul Lake",2005,221,2005-08-09,5,NA,NA,10.6,7.6
"Paul Lake",2005,221,2005-08-09,5.5,NA,NA,9.2,2.6
"Paul Lake",2005,221,2005-08-09,6,NA,NA,7.9,0.5
"Paul Lake",2005,221,2005-08-09,6.5,NA,NA,7.1,0.2
"Paul Lake",2005,221,2005-08-09,7,NA,NA,6.9,0.1
"Paul Lake",2005,221,2005-08-09,8,NA,NA,5.7,0.1
"Paul Lake",2005,221,2005-08-09,9,NA,NA,5.4,0.1
"Paul Lake",2005,221,2005-08-09,10,NA,NA,5.4,0.1
"Paul Lake",2005,221,2005-08-09,11,NA,NA,5.3,0.1
"Paul Lake",2005,221,2005-08-09,12,NA,NA,5.3,0
"Peter Lake",2005,221,2005-08-09,0,NA,NA,25.3,8
"Peter Lake",2005,221,2005-08-09,0.25,NA,NA,NA,NA
"Peter Lake",2005,221,2005-08-09,0.5,NA,NA,25.3,7.9
"Peter Lake",2005,221,2005-08-09,0.75,NA,NA,NA,NA
"Peter Lake",2005,221,2005-08-09,1,NA,NA,25.3,8
"Peter Lake",2005,221,2005-08-09,1.5,NA,NA,25.3,8
"Peter Lake",2005,221,2005-08-09,2,NA,NA,25.3,8
"Peter Lake",2005,221,2005-08-09,2.5,NA,NA,24.8,8.3
"Peter Lake",2005,221,2005-08-09,3,NA,NA,23.8,8.6
"Peter Lake",2005,221,2005-08-09,3.5,NA,NA,21.5,9.6
"Peter Lake",2005,221,2005-08-09,4,NA,NA,17.8,9
"Peter Lake",2005,221,2005-08-09,4.5,NA,NA,14.2,10
"Peter Lake",2005,221,2005-08-09,5,NA,NA,12.2,8.7
"Peter Lake",2005,221,2005-08-09,5.5,NA,NA,9.9,2.3
"Peter Lake",2005,221,2005-08-09,6,NA,NA,8.8,0.5
"Peter Lake",2005,221,2005-08-09,6.5,NA,NA,7.2,0.4
"Peter Lake",2005,221,2005-08-09,7,NA,NA,6.4,0.3
"Peter Lake",2005,221,2005-08-09,8,NA,NA,5.3,0.3
"Peter Lake",2005,221,2005-08-09,9,NA,NA,4.9,0.2
"Peter Lake",2005,221,2005-08-09,10,NA,NA,4.7,0.2
"Peter Lake",2005,221,2005-08-09,11,NA,NA,4.6,0.2
"Peter Lake",2005,221,2005-08-09,12,NA,NA,4.6,0.2
"Paul Lake",2005,227,2005-08-15,0,NA,NA,22.4,7
"Paul Lake",2005,227,2005-08-15,0.25,NA,NA,NA,NA
"Paul Lake",2005,227,2005-08-15,0.5,NA,NA,22.3,7
"Paul Lake",2005,227,2005-08-15,0.75,NA,NA,NA,NA
"Paul Lake",2005,227,2005-08-15,1,NA,NA,22.2,6.9
"Paul Lake",2005,227,2005-08-15,1.5,NA,NA,22.2,6.8
"Paul Lake",2005,227,2005-08-15,2,NA,NA,22.1,6.7
"Paul Lake",2005,227,2005-08-15,2.5,NA,NA,22,6.9
"Paul Lake",2005,227,2005-08-15,3,NA,NA,21.8,6.6
"Paul Lake",2005,227,2005-08-15,3.5,NA,NA,19.6,4.6
"Paul Lake",2005,227,2005-08-15,4,NA,NA,16.5,4.7
"Paul Lake",2005,227,2005-08-15,4.5,NA,NA,13.4,3.3
"Paul Lake",2005,227,2005-08-15,5,NA,NA,11.2,5.3
"Paul Lake",2005,227,2005-08-15,5.5,NA,NA,9.4,2.2
"Paul Lake",2005,227,2005-08-15,6,NA,NA,8.7,0.5
"Paul Lake",2005,227,2005-08-15,6.5,NA,NA,7.6,0.3
"Paul Lake",2005,227,2005-08-15,7,NA,NA,6.8,0.2
"Paul Lake",2005,227,2005-08-15,8,NA,NA,6,0.2
"Paul Lake",2005,227,2005-08-15,9,NA,NA,5.6,0.2
"Paul Lake",2005,227,2005-08-15,10,NA,NA,5.4,0.2
"Paul Lake",2005,227,2005-08-15,11,NA,NA,5.3,0.2
"Paul Lake",2005,227,2005-08-15,12,NA,NA,5.4,0.1
"Peter Lake",2005,227,2005-08-15,0,NA,NA,22.7,7.9
"Peter Lake",2005,227,2005-08-15,0.25,NA,NA,NA,NA
"Peter Lake",2005,227,2005-08-15,0.5,NA,NA,22.7,7.8
"Peter Lake",2005,227,2005-08-15,0.75,NA,NA,NA,NA
"Peter Lake",2005,227,2005-08-15,1,NA,NA,22.7,7.7
"Peter Lake",2005,227,2005-08-15,1.5,NA,NA,22.5,7.8
"Peter Lake",2005,227,2005-08-15,2,NA,NA,22.5,7.5
"Peter Lake",2005,227,2005-08-15,2.5,NA,NA,22.5,7.7
"Peter Lake",2005,227,2005-08-15,3,NA,NA,22.5,7.7
"Peter Lake",2005,227,2005-08-15,3.5,NA,NA,22.3,7.7
"Peter Lake",2005,227,2005-08-15,4,NA,NA,17.8,8.2
"Peter Lake",2005,227,2005-08-15,4.5,NA,NA,14.7,8.9
"Peter Lake",2005,227,2005-08-15,5,NA,NA,11.9,4.2
"Peter Lake",2005,227,2005-08-15,5.5,NA,NA,9.8,0.4
"Peter Lake",2005,227,2005-08-15,6,NA,NA,8.3,0.4
"Peter Lake",2005,227,2005-08-15,6.5,NA,NA,7,0.3
"Peter Lake",2005,227,2005-08-15,7,NA,NA,6.3,0.2
"Peter Lake",2005,227,2005-08-15,8,NA,NA,5.4,0.2
"Peter Lake",2005,227,2005-08-15,9,NA,NA,5,0.2
"Peter Lake",2005,227,2005-08-15,10,NA,NA,4.7,0.2
"Peter Lake",2005,227,2005-08-15,11,NA,NA,4.6,0.2
"Peter Lake",2005,227,2005-08-15,12,NA,NA,4.6,0.2
"Crampton Lake",2005,228,2005-08-16,0,NA,NA,23.8,7.8
"Crampton Lake",2005,228,2005-08-16,0.25,NA,NA,NA,NA
"Crampton Lake",2005,228,2005-08-16,0.5,NA,NA,23.7,7.8
"Crampton Lake",2005,228,2005-08-16,0.75,NA,NA,NA,NA
"Crampton Lake",2005,228,2005-08-16,1,NA,NA,23.4,7.9
"Crampton Lake",2005,228,2005-08-16,1.5,NA,NA,23.3,7.8
"Crampton Lake",2005,228,2005-08-16,2,NA,NA,23.2,7.6
"Crampton Lake",2005,228,2005-08-16,2.5,NA,NA,23.2,7.6
"Crampton Lake",2005,228,2005-08-16,3,NA,NA,23.1,7.6
"Crampton Lake",2005,228,2005-08-16,3.5,NA,NA,23.1,7.6
"Crampton Lake",2005,228,2005-08-16,4,NA,NA,23.1,7.5
"Crampton Lake",2005,228,2005-08-16,4.5,NA,NA,22.9,7.4
"Crampton Lake",2005,228,2005-08-16,5,NA,NA,22.8,7.4
"Crampton Lake",2005,228,2005-08-16,5.5,NA,NA,21.6,7
"Crampton Lake",2005,228,2005-08-16,6,NA,NA,18.3,6.1
"Crampton Lake",2005,228,2005-08-16,6.5,NA,NA,15.9,5.4
"Crampton Lake",2005,228,2005-08-16,7,NA,NA,13.5,5.5
"Crampton Lake",2005,228,2005-08-16,7.5,NA,NA,NA,NA
"Crampton Lake",2005,228,2005-08-16,8,NA,NA,10.4,4.7
"Crampton Lake",2005,228,2005-08-16,8.5,NA,NA,NA,NA
"Crampton Lake",2005,228,2005-08-16,9,NA,NA,8.2,1.9
"Crampton Lake",2005,228,2005-08-16,10,NA,NA,7,0.3
"Crampton Lake",2005,228,2005-08-16,11,NA,NA,6.2,0.3
"Crampton Lake",2005,228,2005-08-16,12,NA,NA,5.9,0.2
"Crampton Lake",2005,228,2005-08-16,13,NA,NA,5.8,0.2
"Crampton Lake",2005,234,2005-08-22,0,NA,NA,21.1,8.1
"Crampton Lake",2005,234,2005-08-22,0.25,NA,NA,NA,NA
"Crampton Lake",2005,234,2005-08-22,0.5,NA,NA,21.2,8.1
"Crampton Lake",2005,234,2005-08-22,0.75,NA,NA,NA,NA
"Crampton Lake",2005,234,2005-08-22,1,NA,NA,21.2,8.1
"Crampton Lake",2005,234,2005-08-22,1.5,NA,NA,21.2,8.1
"Crampton Lake",2005,234,2005-08-22,2,NA,NA,21.2,8
"Crampton Lake",2005,234,2005-08-22,2.5,NA,NA,21.2,8
"Crampton Lake",2005,234,2005-08-22,3,NA,NA,21.2,8
"Crampton Lake",2005,234,2005-08-22,3.5,NA,NA,21.2,8
"Crampton Lake",2005,234,2005-08-22,4,NA,NA,21.2,7.9
"Crampton Lake",2005,234,2005-08-22,4.5,NA,NA,21.1,7.9
"Crampton Lake",2005,234,2005-08-22,5,NA,NA,21.1,7.9
"Crampton Lake",2005,234,2005-08-22,5.5,NA,NA,20.9,7.6
"Crampton Lake",2005,234,2005-08-22,6,NA,NA,19.5,5.5
"Crampton Lake",2005,234,2005-08-22,6.5,NA,NA,16.6,4.2
"Crampton Lake",2005,234,2005-08-22,7,NA,NA,14,5
"Crampton Lake",2005,234,2005-08-22,7.5,NA,NA,NA,NA
"Crampton Lake",2005,234,2005-08-22,8,NA,NA,10.5,3.8
"Crampton Lake",2005,234,2005-08-22,8.5,NA,NA,NA,NA
"Crampton Lake",2005,234,2005-08-22,9,NA,NA,8.3,1.2
"Crampton Lake",2005,234,2005-08-22,10,NA,NA,7,0.2
"Crampton Lake",2005,234,2005-08-22,11,NA,NA,6.3,0.2
"Crampton Lake",2005,234,2005-08-22,12,NA,NA,5.9,0.2
"Crampton Lake",2005,234,2005-08-22,13,NA,NA,5.8,0.2
"Paul Lake",2005,235,2005-08-23,0,NA,NA,20.3,7.6
"Paul Lake",2005,235,2005-08-23,0.25,NA,NA,NA,NA
"Paul Lake",2005,235,2005-08-23,0.5,NA,NA,20.3,7.5
"Paul Lake",2005,235,2005-08-23,0.75,NA,NA,NA,NA
"Paul Lake",2005,235,2005-08-23,1,NA,NA,20.2,7.5
"Paul Lake",2005,235,2005-08-23,1.5,NA,NA,20.2,7.4
"Paul Lake",2005,235,2005-08-23,2,NA,NA,20.1,7.3
"Paul Lake",2005,235,2005-08-23,2.5,NA,NA,20.1,7.4
"Paul Lake",2005,235,2005-08-23,3,NA,NA,20,7.5
"Paul Lake",2005,235,2005-08-23,3.5,NA,NA,19.7,7
"Paul Lake",2005,235,2005-08-23,4,NA,NA,16.8,4.2
"Paul Lake",2005,235,2005-08-23,4.5,NA,NA,13.9,5.8
"Paul Lake",2005,235,2005-08-23,5,NA,NA,11.4,4.6
"Paul Lake",2005,235,2005-08-23,5.5,NA,NA,9.8,0.8
"Paul Lake",2005,235,2005-08-23,6,NA,NA,8.7,0.3
"Paul Lake",2005,235,2005-08-23,6.5,NA,NA,7.7,0.2
"Paul Lake",2005,235,2005-08-23,7,NA,NA,6.9,0.3
"Paul Lake",2005,235,2005-08-23,8,NA,NA,6,0.2
"Paul Lake",2005,235,2005-08-23,9,NA,NA,5.5,0.2
"Paul Lake",2005,235,2005-08-23,10,NA,NA,5.4,0.2
"Paul Lake",2005,235,2005-08-23,11,NA,NA,5.4,0.2
"Paul Lake",2005,235,2005-08-23,12,NA,NA,5.4,0.1
"Peter Lake",2005,235,2005-08-23,0,NA,NA,20.8,9.2
"Peter Lake",2005,235,2005-08-23,0.25,NA,NA,NA,NA
"Peter Lake",2005,235,2005-08-23,0.5,NA,NA,20.7,9.2
"Peter Lake",2005,235,2005-08-23,0.75,NA,NA,NA,NA
"Peter Lake",2005,235,2005-08-23,1,NA,NA,20.7,9.1
"Peter Lake",2005,235,2005-08-23,1.5,NA,NA,20.7,9
"Peter Lake",2005,235,2005-08-23,2,NA,NA,20.7,9
"Peter Lake",2005,235,2005-08-23,2.5,NA,NA,20.6,9
"Peter Lake",2005,235,2005-08-23,3,NA,NA,20.6,9
"Peter Lake",2005,235,2005-08-23,3.5,NA,NA,20.6,9
"Peter Lake",2005,235,2005-08-23,4,NA,NA,19.4,8
"Peter Lake",2005,235,2005-08-23,4.5,NA,NA,15,7.6
"Peter Lake",2005,235,2005-08-23,5,NA,NA,12.6,5.6
"Peter Lake",2005,235,2005-08-23,5.5,NA,NA,10.2,0.4
"Peter Lake",2005,235,2005-08-23,6,NA,NA,8.5,0.4
"Peter Lake",2005,235,2005-08-23,6.5,NA,NA,7.4,0.3
"Peter Lake",2005,235,2005-08-23,7,NA,NA,6.4,0.3
"Peter Lake",2005,235,2005-08-23,8,NA,NA,5.4,0.3
"Peter Lake",2005,235,2005-08-23,9,NA,NA,4.9,0.2
"Peter Lake",2005,235,2005-08-23,10,NA,NA,4.7,0.2
"Peter Lake",2005,235,2005-08-23,11,NA,NA,4.7,0.2
"Peter Lake",2005,235,2005-08-23,12,NA,NA,4.6,0.2
"Crampton Lake",2005,241,2005-08-29,0,NA,NA,20.6,8.1
"Crampton Lake",2005,241,2005-08-29,0.25,NA,NA,NA,NA
"Crampton Lake",2005,241,2005-08-29,0.5,NA,NA,20.7,8
"Crampton Lake",2005,241,2005-08-29,0.75,NA,NA,NA,NA
"Crampton Lake",2005,241,2005-08-29,1,NA,NA,20.6,7.9
"Crampton Lake",2005,241,2005-08-29,1.5,NA,NA,20.6,8
"Crampton Lake",2005,241,2005-08-29,2,NA,NA,20.6,8
"Crampton Lake",2005,241,2005-08-29,2.5,NA,NA,20.6,8
"Crampton Lake",2005,241,2005-08-29,3,NA,NA,20.5,7.9
"Crampton Lake",2005,241,2005-08-29,3.5,NA,NA,20.5,7.9
"Crampton Lake",2005,241,2005-08-29,4,NA,NA,20.5,7.9
"Crampton Lake",2005,241,2005-08-29,4.5,NA,NA,20.5,7.9
"Crampton Lake",2005,241,2005-08-29,5,NA,NA,20.5,8
"Crampton Lake",2005,241,2005-08-29,5.5,NA,NA,20.5,8
"Crampton Lake",2005,241,2005-08-29,6,NA,NA,20.3,7.6
"Crampton Lake",2005,241,2005-08-29,6.5,NA,NA,17.4,4
"Crampton Lake",2005,241,2005-08-29,7,NA,NA,13.9,4.2
"Crampton Lake",2005,241,2005-08-29,7.5,NA,NA,11.9,4.1
"Crampton Lake",2005,241,2005-08-29,8,NA,NA,10.7,3.6
"Crampton Lake",2005,241,2005-08-29,8.5,NA,NA,9.3,2.4
"Crampton Lake",2005,241,2005-08-29,9,NA,NA,8.4,0.9
"Crampton Lake",2005,241,2005-08-29,9.5,NA,NA,7.7,0.3
"Crampton Lake",2005,241,2005-08-29,10,NA,NA,7.2,0.2
"Crampton Lake",2005,241,2005-08-29,11,NA,NA,6.3,0.2
"Crampton Lake",2005,241,2005-08-29,12,NA,NA,6,0.2
"Crampton Lake",2005,241,2005-08-29,13,NA,NA,5.8,0.2
"Crampton Lake",2005,241,2005-08-29,14,NA,NA,5.8,0.2
"Crampton Lake",2005,249,2005-09-06,0,NA,NA,20.8,8.4
"Crampton Lake",2005,249,2005-09-06,0.25,NA,NA,NA,NA
"Crampton Lake",2005,249,2005-09-06,0.5,NA,NA,20.8,8.3
"Crampton Lake",2005,249,2005-09-06,0.75,NA,NA,NA,NA
"Crampton Lake",2005,249,2005-09-06,1,NA,NA,20.8,8.2
"Crampton Lake",2005,249,2005-09-06,1.5,NA,NA,20.8,8.2
"Crampton Lake",2005,249,2005-09-06,2,NA,NA,20.7,8.1
"Crampton Lake",2005,249,2005-09-06,2.5,NA,NA,20.6,8.2
"Crampton Lake",2005,249,2005-09-06,3,NA,NA,20.5,8.1
"Crampton Lake",2005,249,2005-09-06,3.5,NA,NA,20.3,8.1
"Crampton Lake",2005,249,2005-09-06,4,NA,NA,20.2,8.1
"Crampton Lake",2005,249,2005-09-06,4.5,NA,NA,20,8.2
"Crampton Lake",2005,249,2005-09-06,5,NA,NA,20,8
"Crampton Lake",2005,249,2005-09-06,5.5,NA,NA,19.9,7.6
"Crampton Lake",2005,249,2005-09-06,6,NA,NA,19.8,7.5
"Crampton Lake",2005,249,2005-09-06,6.5,NA,NA,19.5,7.3
"Crampton Lake",2005,249,2005-09-06,7,NA,NA,15,3.6
"Crampton Lake",2005,249,2005-09-06,7.5,NA,NA,12.7,3.8
"Crampton Lake",2005,249,2005-09-06,8,NA,NA,11,3.4
"Crampton Lake",2005,249,2005-09-06,8.5,NA,NA,9.8,2.7
"Crampton Lake",2005,249,2005-09-06,9,NA,NA,8.8,0.6
"Crampton Lake",2005,249,2005-09-06,10,NA,NA,7.2,0.3
"Crampton Lake",2005,249,2005-09-06,11,NA,NA,6.4,0.2
"Crampton Lake",2005,249,2005-09-06,12,NA,NA,6,0.2
"Crampton Lake",2005,249,2005-09-06,13,NA,NA,5.9,0.2
"Crampton Lake",2005,254,2005-09-11,0,NA,NA,21.1,7.9
"Crampton Lake",2005,254,2005-09-11,0.25,NA,NA,NA,NA
"Crampton Lake",2005,254,2005-09-11,0.5,NA,NA,21.1,7.9
"Crampton Lake",2005,254,2005-09-11,0.75,NA,NA,NA,NA
"Crampton Lake",2005,254,2005-09-11,1,NA,NA,21.1,7.8
"Crampton Lake",2005,254,2005-09-11,1.5,NA,NA,21.1,7.8
"Crampton Lake",2005,254,2005-09-11,2,NA,NA,21,7.8
"Crampton Lake",2005,254,2005-09-11,2.5,NA,NA,20.9,7.8
"Crampton Lake",2005,254,2005-09-11,3,NA,NA,20.8,7.8
"Crampton Lake",2005,254,2005-09-11,3.5,NA,NA,20.7,7.8
"Crampton Lake",2005,254,2005-09-11,4,NA,NA,20.5,7.5
"Crampton Lake",2005,254,2005-09-11,4.5,NA,NA,20.1,7.8
"Crampton Lake",2005,254,2005-09-11,5,NA,NA,20.1,7.4
"Crampton Lake",2005,254,2005-09-11,5.5,NA,NA,20.1,7.1
"Crampton Lake",2005,254,2005-09-11,6,NA,NA,19.8,6.2
"Crampton Lake",2005,254,2005-09-11,6.5,NA,NA,18.2,4.9
"Crampton Lake",2005,254,2005-09-11,7,NA,NA,15.2,3
"Crampton Lake",2005,254,2005-09-11,7.5,NA,NA,12.7,3
"Crampton Lake",2005,254,2005-09-11,8,NA,NA,11.5,3.2
"Crampton Lake",2005,254,2005-09-11,8.5,NA,NA,9.6,2
"Crampton Lake",2005,254,2005-09-11,9,NA,NA,8.6,0.5
"Crampton Lake",2005,254,2005-09-11,10,NA,NA,7.1,0.2
"Crampton Lake",2005,254,2005-09-11,11,NA,NA,6.4,0.2
"Crampton Lake",2005,254,2005-09-11,12,NA,NA,6,0.2
"Crampton Lake",2005,254,2005-09-11,13,NA,NA,5.9,0.2
"East Long Lake",2006,136,2006-05-16,0,NA,NA,11.2,10.4
"East Long Lake",2006,136,2006-05-16,0.25,NA,NA,NA,NA
"East Long Lake",2006,136,2006-05-16,0.5,NA,NA,10.8,10.7
"East Long Lake",2006,136,2006-05-16,0.75,NA,NA,NA,NA
"East Long Lake",2006,136,2006-05-16,1,NA,NA,10.6,10.3
"East Long Lake",2006,136,2006-05-16,1.5,NA,NA,10.4,10.4
"East Long Lake",2006,136,2006-05-16,2,NA,NA,9.6,10.3
"East Long Lake",2006,136,2006-05-16,2.5,NA,NA,9.4,9.9
"East Long Lake",2006,136,2006-05-16,3,NA,NA,9.1,9.7
"East Long Lake",2006,136,2006-05-16,3.5,NA,NA,9,8.9
"East Long Lake",2006,136,2006-05-16,4,NA,NA,7.9,5.4
"East Long Lake",2006,136,2006-05-16,4.5,NA,NA,6.3,2.9
"East Long Lake",2006,136,2006-05-16,5,NA,NA,5.7,2.2
"East Long Lake",2006,136,2006-05-16,5.5,NA,NA,5.2,1.6
"East Long Lake",2006,136,2006-05-16,6,NA,NA,4.8,0.9
"East Long Lake",2006,136,2006-05-16,6.5,NA,NA,4.5,0.4
"East Long Lake",2006,136,2006-05-16,7,NA,NA,4.3,0.3
"East Long Lake",2006,136,2006-05-16,8,NA,NA,4.3,0.2
"East Long Lake",2006,136,2006-05-16,9,NA,NA,4.2,0.2
"East Long Lake",2006,136,2006-05-16,10,NA,NA,4.2,0.2
"East Long Lake",2006,136,2006-05-16,11,NA,NA,4.2,0.2
"East Long Lake",2006,136,2006-05-16,12,NA,NA,4.3,0.2
"East Long Lake",2006,137,2006-05-17,0,NA,NA,12.2,12.7
"East Long Lake",2006,137,2006-05-17,0.25,NA,NA,NA,NA
"East Long Lake",2006,137,2006-05-17,0.5,NA,NA,12,10.2
"East Long Lake",2006,137,2006-05-17,0.75,NA,NA,NA,NA
"East Long Lake",2006,137,2006-05-17,1,NA,NA,11.9,10.3
"East Long Lake",2006,137,2006-05-17,1.5,NA,NA,11.8,10.3
"East Long Lake",2006,137,2006-05-17,2,NA,NA,10.8,10.5
"East Long Lake",2006,137,2006-05-17,2.5,NA,NA,9.4,10.1
"East Long Lake",2006,137,2006-05-17,3,NA,NA,9.3,10
"East Long Lake",2006,137,2006-05-17,3.5,NA,NA,8.8,8.9
"East Long Lake",2006,137,2006-05-17,4,NA,NA,7.8,4.6
"East Long Lake",2006,137,2006-05-17,4.5,NA,NA,6.4,2.6
"East Long Lake",2006,137,2006-05-17,5,NA,NA,5.7,1.9
"East Long Lake",2006,137,2006-05-17,5.5,NA,NA,5,1.6
"East Long Lake",2006,137,2006-05-17,6,NA,NA,4.7,0.5
"East Long Lake",2006,137,2006-05-17,6.5,NA,NA,4.4,0.3
"East Long Lake",2006,137,2006-05-17,7,NA,NA,4.3,0.3
"East Long Lake",2006,137,2006-05-17,8,NA,NA,4.2,0.3
"East Long Lake",2006,137,2006-05-17,9,NA,NA,4.2,0.3
"East Long Lake",2006,137,2006-05-17,10,NA,NA,4.2,0.2
"East Long Lake",2006,137,2006-05-17,11,NA,NA,4.2,0.2
"East Long Lake",2006,137,2006-05-17,12,NA,NA,4.2,0.2
"West Long Lake",2006,137,2006-05-17,0,NA,NA,12.4,10.2
"West Long Lake",2006,137,2006-05-17,0.25,NA,NA,NA,NA
"West Long Lake",2006,137,2006-05-17,0.5,NA,NA,12.3,9.8
"West Long Lake",2006,137,2006-05-17,0.75,NA,NA,NA,NA
"West Long Lake",2006,137,2006-05-17,1,NA,NA,11.4,10.2
"West Long Lake",2006,137,2006-05-17,1.5,NA,NA,10.3,10.1
"West Long Lake",2006,137,2006-05-17,2,NA,NA,10,11.1
"West Long Lake",2006,137,2006-05-17,2.5,NA,NA,9.5,10.1
"West Long Lake",2006,137,2006-05-17,3,NA,NA,8.8,9.5
"West Long Lake",2006,137,2006-05-17,3.5,NA,NA,8.5,8.7
"West Long Lake",2006,137,2006-05-17,4,NA,NA,6.8,3.3
"West Long Lake",2006,137,2006-05-17,4.5,NA,NA,6.3,1.6
"West Long Lake",2006,137,2006-05-17,5,NA,NA,5.8,0.7
"West Long Lake",2006,137,2006-05-17,5.5,NA,NA,5.1,0.4
"West Long Lake",2006,137,2006-05-17,6,NA,NA,4.9,0.3
"West Long Lake",2006,137,2006-05-17,6.5,NA,NA,4.6,0.3
"West Long Lake",2006,137,2006-05-17,7,NA,NA,4.3,0.2
"West Long Lake",2006,137,2006-05-17,8,NA,NA,4.4,0.2
"West Long Lake",2006,137,2006-05-17,9,NA,NA,4.4,0.2
"West Long Lake",2006,137,2006-05-17,10,NA,NA,4.4,0.2
"West Long Lake",2006,137,2006-05-17,11,NA,NA,4.4,0.2
"West Long Lake",2006,137,2006-05-17,12,NA,NA,4.4,0.2
"Peter Lake",2006,142,2006-05-22,0,NA,NA,12.9,10.6
"Peter Lake",2006,142,2006-05-22,0.25,NA,NA,NA,NA
"Peter Lake",2006,142,2006-05-22,0.5,NA,NA,12.7,10.7
"Peter Lake",2006,142,2006-05-22,0.75,NA,NA,NA,NA
"Peter Lake",2006,142,2006-05-22,1,NA,NA,12.5,10.6
"Peter Lake",2006,142,2006-05-22,1.5,NA,NA,12.4,10.5
"Peter Lake",2006,142,2006-05-22,2,NA,NA,12.3,10.7
"Peter Lake",2006,142,2006-05-22,2.5,NA,NA,10.6,11.5
"Peter Lake",2006,142,2006-05-22,3,NA,NA,9.6,11.6
"Peter Lake",2006,142,2006-05-22,3.5,NA,NA,8.1,12.5
"Peter Lake",2006,142,2006-05-22,4,NA,NA,6.7,9
"Peter Lake",2006,142,2006-05-22,4.5,NA,NA,5.5,2
"Peter Lake",2006,142,2006-05-22,5,NA,NA,5.1,0.5
"Peter Lake",2006,142,2006-05-22,5.5,NA,NA,4.9,0.4
"Peter Lake",2006,142,2006-05-22,6,NA,NA,4.9,0.3
"Peter Lake",2006,142,2006-05-22,6.5,NA,NA,4.9,0.3
"Peter Lake",2006,142,2006-05-22,7,NA,NA,4.9,0.3
"Peter Lake",2006,142,2006-05-22,8,NA,NA,4.7,0.2
"Peter Lake",2006,142,2006-05-22,9,NA,NA,4.6,0.2
"Peter Lake",2006,142,2006-05-22,10,NA,NA,4.4,0.2
"Peter Lake",2006,142,2006-05-22,11,NA,NA,4.4,0.2
"Peter Lake",2006,142,2006-05-22,12,NA,NA,4.4,0.2
