"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","nh34","no23","po4","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck"
"Paul Lake",1999,158,1999-06-07,2.5,NA,NA,NA,NA,NA,15.1,10,136.1,1404
"Paul Lake",1999,158,1999-06-07,3,NA,NA,NA,NA,NA,13.1,10.6,88.6,1422
"Paul Lake",1999,158,1999-06-07,3.5,NA,NA,NA,NA,NA,10.9,12.7,35.7,811.8
"Paul Lake",1999,158,1999-06-07,4,NA,NA,NA,NA,NA,9.1,12.7,41.2,1447
"Paul Lake",1999,158,1999-06-07,4.5,NA,NA,NA,NA,NA,7.9,10.8,14.8,676
"Paul Lake",1999,158,1999-06-07,5,NA,NA,NA,NA,NA,7.1,5.7,11.5,806.4
"Paul Lake",1999,158,1999-06-07,5.5,NA,NA,NA,NA,NA,6.2,1.5,11.6,1316
"Paul Lake",1999,158,1999-06-07,6,NA,NA,NA,NA,NA,5.8,0.3,5.6,1356
"Paul Lake",1999,158,1999-06-07,6.5,NA,NA,NA,NA,NA,5.5,0.2,NA,NA
"Paul Lake",1999,158,1999-06-07,7,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Paul Lake",1999,158,1999-06-07,8,NA,NA,NA,NA,NA,5,0.1,NA,NA
"Paul Lake",1999,158,1999-06-07,9,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"Peter Lake",1999,158,1999-06-07,0,NA,NA,NA,NA,NA,19.8,9.4,529,453
"Peter Lake",1999,158,1999-06-07,0.25,NA,NA,NA,NA,NA,NA,NA,445,437
"Peter Lake",1999,158,1999-06-07,0.5,NA,NA,NA,NA,NA,19.8,9.4,332,442
"Peter Lake",1999,158,1999-06-07,0.75,NA,NA,NA,NA,NA,NA,NA,265,425
"Peter Lake",1999,158,1999-06-07,1,NA,NA,NA,NA,NA,19.6,9.4,211,439
"Peter Lake",1999,158,1999-06-07,1.5,NA,NA,NA,NA,NA,17.9,9.9,171,528
"Peter Lake",1999,158,1999-06-07,2,NA,NA,NA,NA,NA,16.6,10.8,92,442
"Peter Lake",1999,158,1999-06-07,2.5,NA,NA,NA,NA,NA,14.8,11.1,58.5,449
"Peter Lake",1999,158,1999-06-07,3,NA,NA,NA,NA,NA,12.9,13.1,49.5,471
"Peter Lake",1999,158,1999-06-07,3.5,NA,NA,NA,NA,NA,11.6,15.6,41.3,792
"Peter Lake",1999,158,1999-06-07,4,NA,NA,NA,NA,NA,9.5,16.9,13.2,458
"Peter Lake",1999,158,1999-06-07,4.5,NA,NA,NA,NA,NA,7.6,14.9,5.9,431
"Peter Lake",1999,158,1999-06-07,5,NA,NA,NA,NA,NA,6.4,7.2,3.2,419
"Peter Lake",1999,158,1999-06-07,5.5,NA,NA,NA,NA,NA,5.7,0.7,2.3,412
"Peter Lake",1999,158,1999-06-07,6,NA,NA,NA,NA,NA,5.4,0.4,NA,NA
"Peter Lake",1999,158,1999-06-07,6.5,NA,NA,NA,NA,NA,5.1,0.3,NA,NA
"Peter Lake",1999,158,1999-06-07,7,NA,NA,NA,NA,NA,5,0.3,NA,NA
"Peter Lake",1999,158,1999-06-07,8,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"Peter Lake",1999,158,1999-06-07,9,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"Peter Lake",1999,158,1999-06-07,10,NA,NA,NA,NA,NA,4.5,0.2,NA,NA
"Peter Lake",1999,158,1999-06-07,11,NA,NA,NA,NA,NA,4.5,0.2,NA,NA
"Peter Lake",1999,158,1999-06-07,12,NA,NA,NA,NA,NA,4.4,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,0,NA,NA,NA,NA,NA,20.6,9,1199,990
"Tuesday Lake",1999,159,1999-06-08,0.25,NA,NA,NA,NA,NA,NA,NA,821,991
"Tuesday Lake",1999,159,1999-06-08,0.5,NA,NA,NA,NA,NA,20.5,9,510,956
"Tuesday Lake",1999,159,1999-06-08,0.75,NA,NA,NA,NA,NA,NA,NA,363,940
"Tuesday Lake",1999,159,1999-06-08,1,NA,NA,NA,NA,NA,19.8,9,260,943
"Tuesday Lake",1999,159,1999-06-08,1.5,NA,NA,NA,NA,NA,16.9,9.2,122,885
"Tuesday Lake",1999,159,1999-06-08,2,NA,NA,NA,NA,NA,14.9,10.4,56.5,851
"Tuesday Lake",1999,159,1999-06-08,2.5,NA,NA,NA,NA,NA,12.6,11.4,27.6,863
"Tuesday Lake",1999,159,1999-06-08,3,NA,NA,NA,NA,NA,9.9,5.9,11.8,841
"Tuesday Lake",1999,159,1999-06-08,3.5,NA,NA,NA,NA,NA,7.3,0.9,5.1,804
"Tuesday Lake",1999,159,1999-06-08,4,NA,NA,NA,NA,NA,5.7,0.4,2.2,139
"Tuesday Lake",1999,159,1999-06-08,4.5,NA,NA,NA,NA,NA,5,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,5,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,5.5,NA,NA,NA,NA,NA,4.4,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,6,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,6.5,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,7,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,159,1999-06-08,8,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,159,1999-06-08,9,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,159,1999-06-08,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,159,1999-06-08,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,159,1999-06-08,12,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,0,NA,NA,NA,NA,NA,22.3,8.8,1009,1130
"East Long Lake",1999,160,1999-06-09,0.25,NA,NA,NA,NA,NA,NA,NA,515,1116
"East Long Lake",1999,160,1999-06-09,0.5,NA,NA,NA,NA,NA,22.1,8.7,198,1130
"East Long Lake",1999,160,1999-06-09,0.75,NA,NA,NA,NA,NA,NA,NA,92.7,1106
"East Long Lake",1999,160,1999-06-09,1,NA,NA,NA,NA,NA,21.5,8.5,43.5,1099
"East Long Lake",1999,160,1999-06-09,1.5,NA,NA,NA,NA,NA,16.5,6.2,11.1,1128
"East Long Lake",1999,160,1999-06-09,2,NA,NA,NA,NA,NA,11.2,2.8,3.3,1106
"East Long Lake",1999,160,1999-06-09,2.5,NA,NA,NA,NA,NA,9,0.6,1.1,1122
"East Long Lake",1999,160,1999-06-09,3,NA,NA,NA,NA,NA,7.2,0.2,NA,NA
"East Long Lake",1999,160,1999-06-09,3.5,NA,NA,NA,NA,NA,6.1,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,4,NA,NA,NA,NA,NA,5.5,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,4.5,NA,NA,NA,NA,NA,5.3,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,5,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,5.5,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,6,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,6.5,NA,NA,NA,NA,NA,4.5,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,7,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,8,NA,NA,NA,NA,NA,4.3,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,9,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,160,1999-06-09,12,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,0,NA,NA,NA,NA,NA,21.9,8.5,1105,920
"West Long Lake",1999,160,1999-06-09,0.25,NA,NA,NA,NA,NA,NA,NA,682,893
"West Long Lake",1999,160,1999-06-09,0.5,NA,NA,NA,NA,NA,21,8.7,372,830
"West Long Lake",1999,160,1999-06-09,0.75,NA,NA,NA,NA,NA,NA,NA,227,728
"West Long Lake",1999,160,1999-06-09,1,NA,NA,NA,NA,NA,19.5,9,176,852
"West Long Lake",1999,160,1999-06-09,1.5,NA,NA,NA,NA,NA,16,8.9,85.3,889
"West Long Lake",1999,160,1999-06-09,2,NA,NA,NA,NA,NA,15.7,8.2,40.8,913
"West Long Lake",1999,160,1999-06-09,2.5,NA,NA,NA,NA,NA,13.7,7.6,19,914
"West Long Lake",1999,160,1999-06-09,3,NA,NA,NA,NA,NA,11.5,6.1,9.6,925
"West Long Lake",1999,160,1999-06-09,3.5,NA,NA,NA,NA,NA,9.7,5.2,4.6,910
"West Long Lake",1999,160,1999-06-09,4,NA,NA,NA,NA,NA,7.4,2.6,2.5,911
"West Long Lake",1999,160,1999-06-09,4.5,NA,NA,NA,NA,NA,6.4,0.4,NA,NA
"West Long Lake",1999,160,1999-06-09,5,NA,NA,NA,NA,NA,5.8,0.2,NA,NA
"West Long Lake",1999,160,1999-06-09,5.5,NA,NA,NA,NA,NA,5.4,0.2,NA,NA
"West Long Lake",1999,160,1999-06-09,6,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"West Long Lake",1999,160,1999-06-09,6.5,NA,NA,NA,NA,NA,5,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,7,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,8,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,9,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,10,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,11,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,160,1999-06-09,12,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"Crampton Lake",1999,162,1999-06-11,0.25,NA,NA,NA,NA,NA,NA,NA,357,381
"Crampton Lake",1999,162,1999-06-11,0.5,NA,NA,NA,NA,NA,22.7,8.5,272,377
"Crampton Lake",1999,162,1999-06-11,0.75,NA,NA,NA,NA,NA,NA,NA,220,391
"Crampton Lake",1999,162,1999-06-11,1,NA,NA,NA,NA,NA,22.7,8.6,194,419
"Crampton Lake",1999,162,1999-06-11,1.5,NA,NA,NA,NA,NA,22.7,8.6,141,456
"Crampton Lake",1999,162,1999-06-11,2,NA,NA,NA,NA,NA,21.5,9,156,647
"Crampton Lake",1999,162,1999-06-11,2.5,NA,NA,NA,NA,NA,19.7,9.3,157,848
"Crampton Lake",1999,162,1999-06-11,3,NA,NA,NA,NA,NA,18.7,9.3,93,731
"Crampton Lake",1999,162,1999-06-11,3.5,NA,NA,NA,NA,NA,16.5,9.5,64.4,702
"Crampton Lake",1999,162,1999-06-11,4,NA,NA,NA,NA,NA,14.8,9.4,44.5,678
"Crampton Lake",1999,162,1999-06-11,4.5,NA,NA,NA,NA,NA,12.8,9.2,32,682
"Crampton Lake",1999,162,1999-06-11,5,NA,NA,NA,NA,NA,11,9.2,23.8,697
"Crampton Lake",1999,162,1999-06-11,5.5,NA,NA,NA,NA,NA,9.8,9.3,19.1,744
"Crampton Lake",1999,162,1999-06-11,6,NA,NA,NA,NA,NA,8.9,9.1,14,760
"Crampton Lake",1999,162,1999-06-11,6.5,NA,NA,NA,NA,NA,7.9,8.2,10.5,780
"Crampton Lake",1999,162,1999-06-11,7,NA,NA,NA,NA,NA,7.3,7.3,7.8,808
"Crampton Lake",1999,162,1999-06-11,8,NA,NA,NA,NA,NA,6.6,6.5,NA,NA
"Crampton Lake",1999,162,1999-06-11,9,NA,NA,NA,NA,NA,6,4.3,NA,NA
"Crampton Lake",1999,162,1999-06-11,11,NA,NA,NA,NA,NA,5.4,0.3,NA,NA
"Crampton Lake",1999,162,1999-06-11,12,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Paul Lake",1999,165,1999-06-14,0,NA,NA,NA,NA,NA,20.8,8,1718,1408
"Paul Lake",1999,165,1999-06-14,0.25,NA,NA,NA,NA,NA,NA,NA,1338,1297
"Paul Lake",1999,165,1999-06-14,0.5,NA,NA,NA,NA,NA,20.8,8,370,581
"Paul Lake",1999,165,1999-06-14,0.75,NA,NA,NA,NA,NA,NA,NA,324,617
"Paul Lake",1999,165,1999-06-14,1,NA,NA,NA,NA,NA,20.8,8,228,628
"Paul Lake",1999,165,1999-06-14,1.5,NA,NA,NA,NA,NA,20.8,8,165,699
"Paul Lake",1999,165,1999-06-14,2,NA,NA,NA,NA,NA,18.1,9.6,93.2,632
"Paul Lake",1999,165,1999-06-14,2.5,NA,NA,NA,NA,NA,16,9.7,136,1299
"Paul Lake",1999,165,1999-06-14,3,NA,NA,NA,NA,NA,13.9,9.9,50.2,750
"Paul Lake",1999,165,1999-06-14,3.5,NA,NA,NA,NA,NA,11.7,11.8,26.3,578
"Paul Lake",1999,165,1999-06-14,4,NA,NA,NA,NA,NA,10.1,12.9,40.3,1275
"Paul Lake",1999,165,1999-06-14,4.5,NA,NA,NA,NA,NA,8.7,11.3,11.9,547
"Paul Lake",1999,165,1999-06-14,5,NA,NA,NA,NA,NA,7.5,6.9,6.6,447
"Paul Lake",1999,165,1999-06-14,5.5,NA,NA,NA,NA,NA,6.8,3.1,4.3,439
"Paul Lake",1999,165,1999-06-14,6,NA,NA,NA,NA,NA,6.1,0.6,1.7,443
"Paul Lake",1999,165,1999-06-14,6.5,NA,NA,NA,NA,NA,5.6,0.4,0.5,431
"Paul Lake",1999,165,1999-06-14,7,NA,NA,NA,NA,NA,5.5,0.2,NA,NA
"Paul Lake",1999,165,1999-06-14,8,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"Paul Lake",1999,165,1999-06-14,9,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"Paul Lake",1999,165,1999-06-14,10,NA,NA,NA,NA,NA,5,0.2,NA,NA
"Peter Lake",1999,165,1999-06-14,0,NA,NA,NA,NA,NA,21.1,8.5,997,826
"Peter Lake",1999,165,1999-06-14,0.25,NA,NA,NA,NA,NA,NA,NA,1081,1044
"Peter Lake",1999,165,1999-06-14,0.5,NA,NA,NA,NA,NA,21.2,8.5,1146,1392
"Peter Lake",1999,165,1999-06-14,0.75,NA,NA,NA,NA,NA,NA,NA,534,835
"Peter Lake",1999,165,1999-06-14,1,NA,NA,NA,NA,NA,21.2,8.5,351,705
"Peter Lake",1999,165,1999-06-14,1.5,NA,NA,NA,NA,NA,21.2,8.5,214,661
"Peter Lake",1999,165,1999-06-14,2,NA,NA,NA,NA,NA,19.7,9.5,134,635
"Peter Lake",1999,165,1999-06-14,2.5,NA,NA,NA,NA,NA,16.9,10.6,87,613
"Peter Lake",1999,165,1999-06-14,3,NA,NA,NA,NA,NA,14.1,12,55.3,581
"Peter Lake",1999,165,1999-06-14,3.5,NA,NA,NA,NA,NA,11.8,14.7,33.2,532
"Peter Lake",1999,165,1999-06-14,4,NA,NA,NA,NA,NA,10,16,18.5,495
"Peter Lake",1999,165,1999-06-14,4.5,NA,NA,NA,NA,NA,8.2,15.9,9.3,474
"Peter Lake",1999,165,1999-06-14,5,NA,NA,NA,NA,NA,6.8,9.2,4.4,496
"Peter Lake",1999,165,1999-06-14,5.5,NA,NA,NA,NA,NA,5.9,0.5,2.5,468
"Peter Lake",1999,165,1999-06-14,6,NA,NA,NA,NA,NA,5.5,0.4,NA,NA
"Peter Lake",1999,165,1999-06-14,6.5,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Peter Lake",1999,165,1999-06-14,7,NA,NA,NA,NA,NA,5,0.2,NA,NA
"Peter Lake",1999,165,1999-06-14,8,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"Peter Lake",1999,165,1999-06-14,9,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"Peter Lake",1999,165,1999-06-14,10,NA,NA,NA,NA,NA,4.5,0.1,NA,NA
"Peter Lake",1999,165,1999-06-14,11,NA,NA,NA,NA,NA,4.5,0.1,NA,NA
"Peter Lake",1999,165,1999-06-14,12,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"Tuesday Lake",1999,166,1999-06-15,0,NA,NA,NA,NA,NA,18.9,8.3,1609,1126
"Tuesday Lake",1999,166,1999-06-15,0.25,NA,NA,NA,NA,NA,NA,NA,635.4,703.8
"Tuesday Lake",1999,166,1999-06-15,0.5,NA,NA,NA,NA,NA,19,8.4,583.8,951
"Tuesday Lake",1999,166,1999-06-15,0.75,NA,NA,NA,NA,NA,NA,NA,530.5,1216
"Tuesday Lake",1999,166,1999-06-15,1,NA,NA,NA,NA,NA,19,8.4,407.8,1273
"Tuesday Lake",1999,166,1999-06-15,1.5,NA,NA,NA,NA,NA,18.9,8.3,209.6,1264
"Tuesday Lake",1999,166,1999-06-15,2,NA,NA,NA,NA,NA,16.8,9.5,106.4,1280
"Tuesday Lake",1999,166,1999-06-15,2.5,NA,NA,NA,NA,NA,12.8,11.7,49.5,1243
"Tuesday Lake",1999,166,1999-06-15,3,NA,NA,NA,NA,NA,9.8,4.8,18.2,1100
"Tuesday Lake",1999,166,1999-06-15,3.5,NA,NA,NA,NA,NA,7.7,1.3,9.5,1298
"Tuesday Lake",1999,166,1999-06-15,4,NA,NA,NA,NA,NA,6,0.4,4.1,1261
"Tuesday Lake",1999,166,1999-06-15,4.5,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"Tuesday Lake",1999,166,1999-06-15,5,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"Tuesday Lake",1999,166,1999-06-15,5.5,NA,NA,NA,NA,NA,4.5,0.2,NA,NA
"Tuesday Lake",1999,166,1999-06-15,6,NA,NA,NA,NA,NA,4.3,0.2,NA,NA
"Tuesday Lake",1999,166,1999-06-15,6.5,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,166,1999-06-15,7,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"Tuesday Lake",1999,166,1999-06-15,8,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,166,1999-06-15,9,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,166,1999-06-15,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,166,1999-06-15,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,166,1999-06-15,12,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,0,NA,NA,NA,NA,NA,18,7.8,877,830
"East Long Lake",1999,167,1999-06-16,0.25,NA,NA,NA,NA,NA,NA,NA,292,786
"East Long Lake",1999,167,1999-06-16,0.5,NA,NA,NA,NA,NA,17.8,7.5,123,810
"East Long Lake",1999,167,1999-06-16,0.75,NA,NA,NA,NA,NA,NA,NA,61,830
"East Long Lake",1999,167,1999-06-16,1,NA,NA,NA,NA,NA,17.7,7.1,26,761
"East Long Lake",1999,167,1999-06-16,1.5,NA,NA,NA,NA,NA,16.5,4.1,6.4,735
"East Long Lake",1999,167,1999-06-16,2,NA,NA,NA,NA,NA,12.1,0.5,1.8,754
"East Long Lake",1999,167,1999-06-16,2.5,NA,NA,NA,NA,NA,9.4,0.2,NA,NA
"East Long Lake",1999,167,1999-06-16,3,NA,NA,NA,NA,NA,7.5,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,3.5,NA,NA,NA,NA,NA,6.2,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,4,NA,NA,NA,NA,NA,5.6,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,4.5,NA,NA,NA,NA,NA,5.4,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,5,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,5.5,NA,NA,NA,NA,NA,5,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,6,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,6.5,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,7,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,8,NA,NA,NA,NA,NA,4.3,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,9,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,167,1999-06-16,12,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"West Long Lake",1999,167,1999-06-16,0,NA,NA,NA,NA,NA,18.3,8.1,679,637
"West Long Lake",1999,167,1999-06-16,0.25,NA,NA,NA,NA,NA,NA,NA,572,775
"West Long Lake",1999,167,1999-06-16,0.5,NA,NA,NA,NA,NA,18.3,8.1,311,719
"West Long Lake",1999,167,1999-06-16,0.75,NA,NA,NA,NA,NA,NA,NA,227,717
"West Long Lake",1999,167,1999-06-16,1,NA,NA,NA,NA,NA,18.3,8.2,133,693
"West Long Lake",1999,167,1999-06-16,1.5,NA,NA,NA,NA,NA,18.3,8,65.8,704
"West Long Lake",1999,167,1999-06-16,2,NA,NA,NA,NA,NA,18,7.8,31.7,693
"West Long Lake",1999,167,1999-06-16,2.5,NA,NA,NA,NA,NA,14.2,5.7,15.7,703
"West Long Lake",1999,167,1999-06-16,3,NA,NA,NA,NA,NA,11.7,4.9,8.7,735
"West Long Lake",1999,167,1999-06-16,3.5,NA,NA,NA,NA,NA,9.4,2.9,4.8,721
"West Long Lake",1999,167,1999-06-16,4,NA,NA,NA,NA,NA,7.9,1.9,2.5,704
"West Long Lake",1999,167,1999-06-16,4.5,NA,NA,NA,NA,NA,7,1.3,NA,NA
"West Long Lake",1999,167,1999-06-16,5,NA,NA,NA,NA,NA,6.3,0.2,NA,NA
"West Long Lake",1999,167,1999-06-16,5.5,NA,NA,NA,NA,NA,5.8,0.2,NA,NA
"West Long Lake",1999,167,1999-06-16,6,NA,NA,NA,NA,NA,5.4,0.2,NA,NA
"West Long Lake",1999,167,1999-06-16,6.5,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"West Long Lake",1999,167,1999-06-16,7,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"West Long Lake",1999,167,1999-06-16,8,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"West Long Lake",1999,167,1999-06-16,9,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"West Long Lake",1999,167,1999-06-16,10,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,167,1999-06-16,11,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,167,1999-06-16,12,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"Paul Lake",1999,172,1999-06-21,0.25,NA,NA,NA,NA,NA,NA,NA,440,504
"Paul Lake",1999,172,1999-06-21,0.5,NA,NA,NA,NA,NA,20,8,349,536
"Paul Lake",1999,172,1999-06-21,0.75,NA,NA,NA,NA,NA,NA,NA,262,518
"Paul Lake",1999,172,1999-06-21,1,NA,NA,NA,NA,NA,20,8.1,205,524
"Paul Lake",1999,172,1999-06-21,1.5,NA,NA,NA,NA,NA,19.9,7.8,139,581
"Paul Lake",1999,172,1999-06-21,2,NA,NA,NA,NA,NA,19.1,8,134,842
"Paul Lake",1999,172,1999-06-21,2.5,NA,NA,NA,NA,NA,17.7,8.3,55,523
"Paul Lake",1999,172,1999-06-21,3,NA,NA,NA,NA,NA,15.1,10,37,513
"Paul Lake",1999,172,1999-06-21,3.5,NA,NA,NA,NA,NA,12.8,11.3,26,516
"Paul Lake",1999,172,1999-06-21,4,NA,NA,NA,NA,NA,10.8,12.3,18.6,517
"Paul Lake",1999,172,1999-06-21,4.5,NA,NA,NA,NA,NA,9,11.4,13.1,516
"Paul Lake",1999,172,1999-06-21,5,NA,NA,NA,NA,NA,8,7.4,9.2,517
"Paul Lake",1999,172,1999-06-21,5.5,NA,NA,NA,NA,NA,6.8,3,6.5,523
"Paul Lake",1999,172,1999-06-21,6,NA,NA,NA,NA,NA,6.5,0.6,3.1,520
"Paul Lake",1999,172,1999-06-21,6.5,NA,NA,NA,NA,NA,6.9,0.5,NA,NA
"Paul Lake",1999,172,1999-06-21,7,NA,NA,NA,NA,NA,5.5,0.4,NA,NA
"Paul Lake",1999,172,1999-06-21,8,NA,NA,NA,NA,NA,5.3,0.3,NA,NA
"Peter Lake",1999,172,1999-06-21,0.25,NA,NA,NA,NA,NA,NA,NA,1278,1119
"Peter Lake",1999,172,1999-06-21,0.5,NA,NA,NA,NA,NA,20.2,8,1005,1130
"Peter Lake",1999,172,1999-06-21,0.75,NA,NA,NA,NA,NA,NA,NA,756,1118
"Peter Lake",1999,172,1999-06-21,1,NA,NA,NA,NA,NA,20.1,8.1,619,1124
"Peter Lake",1999,172,1999-06-21,1.5,NA,NA,NA,NA,NA,20,8.2,412,1127
"Peter Lake",1999,172,1999-06-21,2,NA,NA,NA,NA,NA,19.6,8.4,287,1131
"Peter Lake",1999,172,1999-06-21,2.5,NA,NA,NA,NA,NA,18.2,9.1,202,1086
"Peter Lake",1999,172,1999-06-21,3.5,NA,NA,NA,NA,NA,12.8,13.4,92,1124
"Peter Lake",1999,172,1999-06-21,4,NA,NA,NA,NA,NA,10.1,14.7,59.8,1112
"Peter Lake",1999,172,1999-06-21,4.5,NA,NA,NA,NA,NA,8.3,14.8,35,1110
"Peter Lake",1999,172,1999-06-21,5,NA,NA,NA,NA,NA,7.2,13,18.8,1118
"Peter Lake",1999,172,1999-06-21,5.5,NA,NA,NA,NA,NA,6.1,3.1,9.6,1100
"Peter Lake",1999,172,1999-06-21,6,NA,NA,NA,NA,NA,5.6,1.1,5.2,1113
"Peter Lake",1999,172,1999-06-21,6.5,NA,NA,NA,NA,NA,5.3,0.6,NA,NA
"Peter Lake",1999,172,1999-06-21,7,NA,NA,NA,NA,NA,5,0.5,NA,NA
"Peter Lake",1999,172,1999-06-21,8,NA,NA,NA,NA,NA,4.8,0.4,NA,NA
"Peter Lake",1999,172,1999-06-21,9,NA,NA,NA,NA,NA,4.6,0.3,NA,NA
"Peter Lake",1999,172,1999-06-21,10,NA,NA,NA,NA,NA,4.6,0.3,NA,NA
"Peter Lake",1999,172,1999-06-21,11,NA,NA,NA,NA,NA,4.5,0.3,NA,NA
"Tuesday Lake",1999,173,1999-06-22,0.25,NA,NA,NA,NA,NA,NA,NA,442.4,560.8
"Tuesday Lake",1999,173,1999-06-22,0.75,NA,NA,NA,NA,NA,NA,NA,209.2,548.2
"Tuesday Lake",1999,173,1999-06-22,1.5,NA,NA,NA,NA,NA,20,9.4,79.1,537.7
"Tuesday Lake",1999,173,1999-06-22,2,NA,NA,NA,NA,NA,17.4,10.7,43.1,529.2
"Tuesday Lake",1999,173,1999-06-22,2.5,NA,NA,NA,NA,NA,14.1,12.2,22.9,521.7
"Tuesday Lake",1999,173,1999-06-22,3,NA,NA,NA,NA,NA,10.3,6.5,10.3,513.8
